PID FD NAME
1277 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-metadata.so
1277 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-adapter.so
1277 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-client-device.so
1277 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-client-node.so
1277 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-protocol-native.so
1277 mem /usr/lib/x86_64-linux-gnu/pipewire-0.3/libpipewire-module-rtkit.so
1277 mem /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1277 mem /usr/lib/x86_64-linux-gnu/spa-0.2/support/libspa-support.so
1277 mem /usr/lib/locale/locale-archive
1277 mem /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1
1277 mem /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4
1277 mem /usr/lib/x86_64-linux-gnu/libcap.so.2.44
1277 mem /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.3
1277 mem /usr/lib/x86_64-linux-gnu/libzstd.so.1.4.8
1277 mem /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5
1277 mem /usr/lib/x86_64-linux-gnu/libc.so.6
1277 mem /usr/lib/x86_64-linux-gnu/libsystemd.so.0.32.0
1277 mem /usr/lib/x86_64-linux-gnu/libpipewire-0.3.so.0.348.0
1277 mem /usr/lib/x86_64-linux-gnu/libdbus-1.so.3.19.13
1277 mem /usr/lib/x86_64-linux-gnu/spa-0.2/support/libspa-dbus.so
1277 mem /usr/lib/x86_64-linux-gnu/spa-0.2/support/libspa-journal.so
1277 mem /usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2
1277 0r /dev/null
1277 1u type=STREAM
1277 2u type=STREAM
1277 3u [eventpoll]
1277 4u [eventfd]
1277 5u [eventfd]
1277 6u [signalfd]
1277 7u [signalfd]
1277 8u [eventpoll]
1277 9u [eventfd]
1277 10u [eventfd]
1277 11u [eventfd]
1277 12u type=STREAM
1277 13u [eventfd]
1277 14u type=STREAM
1277 15u type=STREAM
1277 16u type=STREAM
1277 17u type=STREAM
1277 18u type=STREAM
1277 19u
1277 20r inotify
1278 cwd /
1278 rtd /
1278 txt /usr/bin/pulseaudio
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 DEL
1278 mem /usr/lib/x86_64-linux-gnu/libicudata.so.70.1
1278 mem /usr/lib/x86_64-linux-gnu/libuuid.so.1.3.0
1278 mem /usr/lib/x86_64-linux-gnu/libSM.so.6.0.1
1278 mem /usr/lib/x86_64-linux-gnu/libICE.so.6.3.0
1278 mem /usr/lib/x86_64-linux-gnu/libXext.so.6.4.0
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-x11-xsmp.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-filter-apply.so
1278 mem /usr/lib/x86_64-linux-gnu/libgcc_s.so.1
1278 mem /usr/lib/x86_64-linux-gnu/libstdc++.so.6.0.30
1278 mem /usr/lib/x86_64-linux-gnu/libicuuc.so.70.1
1278 mem /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4
1278 mem /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
1278 mem /usr/lib/x86_64-linux-gnu/libsqlite3.so.0.8.6
1278 DEL
1278 mem /usr/lib/x86_64-linux-gnu/libselinux.so.1
1278 mem /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
1278 mem /usr/lib/x86_64-linux-gnu/libjson-glib-1.0.so.0.600.6
1278 mem /usr/lib/x86_64-linux-gnu/libsoup-2.4.so.1.11.2
1278 mem /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.7200.1
1278 mem /usr/lib/x86_64-linux-gnu/libsnapd-glib.so.1.0.0
1278 mem /usr/lib/x86_64-linux-gnu/libXtst.so.6.1.0
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-filter-heuristics.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-snap-policy.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-role-cork.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-position-event-sounds.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-systemd-login.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-suspend-on-idle.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-intended-roles.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-always-sink.so
1278 mem /usr/lib/x86_64-linux-gnu/libbrotlicommon.so.1.0.9
1278 mem /usr/lib/x86_64-linux-gnu/libsasl2.so.2.0.25
1278 mem /usr/lib/x86_64-linux-gnu/libtasn1.so.6.6.2
1278 mem /usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.0
1278 DEL
1278 mem /usr/lib/x86_64-linux-gnu/libgmp.so.10.4.1
1278 mem /usr/lib/x86_64-linux-gnu/libhogweed.so.6.4
1278 mem /usr/lib/x86_64-linux-gnu/libunistring.so.2.2.0
1278 mem /usr/lib/x86_64-linux-gnu/libbrotlidec.so.1.0.9
1278 DEL
1278 DEL
1278 mem /usr/lib/x86_64-linux-gnu/libgnutls.so.30.31.0
1278 mem /usr/lib/x86_64-linux-gnu/libnettle.so.8.4
1278 mem /usr/lib/x86_64-linux-gnu/libpsl.so.5.3.2
1278 mem /usr/lib/x86_64-linux-gnu/libssh.so.4.8.7
1278 mem /usr/lib/x86_64-linux-gnu/librtmp.so.1
1278 mem /usr/lib/x86_64-linux-gnu/libidn2.so.0.3.7
1278 mem /usr/lib/x86_64-linux-gnu/libnghttp2.so.14.20.1
1278 DEL
1278 mem /usr/lib/x86_64-linux-gnu/libdebuginfod-0.186.so
1278 mem /usr/lib/x86_64-linux-gnu/libbz2.so.1.0.4
1278 mem /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
1278 mem /usr/lib/x86_64-linux-gnu/libelf-0.186.so
1278 DEL
1278 mem /usr/lib/x86_64-linux-gnu/libffi.so.8.1.0
1278 mem /usr/lib/x86_64-linux-gnu/libdw-0.186.so
1278 mem /usr/lib/x86_64-linux-gnu/libunwind.so.8.0.1
1278 mem /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.7200.1
1278 mem /usr/lib/x86_64-linux-gnu/libgstbase-1.0.so.0.2001.0
1278 mem /usr/lib/x86_64-linux-gnu/libgstapp-1.0.so.0.2001.0
1278 mem /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.7200.1
1278 mem /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.7200.1
1278 mem /usr/lib/x86_64-linux-gnu/libgstreamer-1.0.so.0.2001.0
1278 mem /usr/lib/x86_64-linux-gnu/libsbc.so.1.3.0
1278 mem /usr/lib/x86_64-linux-gnu/libbluetooth.so.3.19.6
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-default-device-restore.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-native-protocol-unix.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/libbluez5-util.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-bluez5-discover.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-bluetooth-discover.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-bluetooth-policy.so
1278 mem /usr/lib/x86_64-linux-gnu/libasound.so.2.0.0
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-x11-cork-request.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-x11-publish.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/libalsa-util.so
1278 mem /usr/lib/x86_64-linux-gnu/libudev.so.1.7.2
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-alsa-card.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-udev-detect.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-switch-on-connect.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-switch-on-port-available.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-augment-properties.so
1278 mem /home/andriy/.config/pulse/d208b8fe832e4556a0faca9ead18b783-card-database.tdb
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-card-restore.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-stream-restore.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/libprotocol-native.so
1278 mem /usr/lib/pulse-15.99.1+dfsg1/modules/module-device-restore.so
1278 mem /usr/lib/locale/locale-archive
1278 mem /usr/lib/x86_64-linux-gnu/libresolv.so.2
1278 mem /usr/lib/x86_64-linux-gnu/libkeyutils.so.1.9
1278 mem /usr/lib/x86_64-linux-gnu/libkrb5support.so.0.1
1278 DEL
1278 mem /usr/lib/x86_64-linux-gnu/libk5crypto.so.3.1
1278 mem /usr/lib/x86_64-linux-gnu/libkrb5.so.3.3
1278 mem /usr/lib/x86_64-linux-gnu/libgssapi_krb5.so.2.2
1278 mem /usr/lib/x86_64-linux-gnu/libmd.so.0.0.5
1278 mem /usr/lib/x86_64-linux-gnu/libtirpc.so.3.0.0
1278 mem /usr/lib/x86_64-linux-gnu/libbsd.so.0.11.5
1278 mem /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1
1278 mem /usr/lib/x86_64-linux-gnu/libnsl.so.2.0.1
1278 mem /usr/lib/x86_64-linux-gnu/libXdmcp.so.6.0.0
1278 mem /usr/lib/x86_64-linux-gnu/libXau.so.6.0.0
1278 mem /usr/lib/x86_64-linux-gnu/libgomp.so.1.0.0
1278 mem /usr/lib/x86_64-linux-gnu/libogg.so.0.8.5
1278 mem /usr/lib/x86_64-linux-gnu/libopus.so.0.8.0
1278 mem /usr/lib/x86_64-linux-gnu/libvorbisenc.so.2.0.12
1278 mem /usr/lib/x86_64-linux-gnu/libvorbis.so.0.4.9
1278 mem /usr/lib/x86_64-linux-gnu/libFLAC.so.8.3.0
1278 mem /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4
1278 mem /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.3
1278 mem /usr/lib/x86_64-linux-gnu/libzstd.so.1.4.8
1278 mem /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5
1278 mem /usr/lib/x86_64-linux-gnu/libasyncns.so.0.3.1
1278 mem /usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2
1278 mem /usr/lib/x86_64-linux-gnu/libwrap.so.0.7.6
1278 mem /usr/lib/x86_64-linux-gnu/libxcb.so.1.1.0
1278 mem /usr/lib/x86_64-linux-gnu/libX11.so.6.4.0
1278 mem /usr/lib/x86_64-linux-gnu/libX11-xcb.so.1.0.0
1278 mem /usr/lib/x86_64-linux-gnu/libspeexdsp.so.1.5.0
1278 mem /usr/lib/x86_64-linux-gnu/libsoxr.so.0.1.2
1278 mem /usr/lib/x86_64-linux-gnu/liborc-0.4.so.0.32.0
1278 mem /usr/lib/x86_64-linux-gnu/libtdb.so.1.4.5
1278 mem /usr/lib/x86_64-linux-gnu/libsndfile.so.1.0.31
1278 mem /usr/lib/x86_64-linux-gnu/libm.so.6
1278 mem /usr/lib/x86_64-linux-gnu/libc.so.6
1278 mem /usr/lib/x86_64-linux-gnu/libsystemd.so.0.32.0
1278 mem /usr/lib/x86_64-linux-gnu/libdbus-1.so.3.19.13
1278 mem /usr/lib/x86_64-linux-gnu/libcap.so.2.44
1278 mem /usr/lib/x86_64-linux-gnu/libltdl.so.7.3.1
1278 mem /usr/lib/x86_64-linux-gnu/libpulse.so.0.24.1
1278 mem /home/andriy/.config/pulse/d208b8fe832e4556a0faca9ead18b783-stream-volumes.tdb
1278 mem /home/andriy/.config/pulse/d208b8fe832e4556a0faca9ead18b783-device-volumes.tdb
1278 mem /usr/lib/x86_64-linux-gnu/gconv/gconv-modules.cache
1278 mem /usr/lib/x86_64-linux-gnu/pulseaudio/libpulsecommon-15.99.so
1278 mem /usr/lib/x86_64-linux-gnu/pulseaudio/libpulsecore-15.99.so
1278 mem /usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2
1278 0r /dev/null
1278 1u type=STREAM
1278 2u type=STREAM
1278 3u /run/user/1000/pulse/native
1278 4r pipe
1278 5w pipe
1278 6u /memfd:pulseaudio
1278 7r pipe
1278 8w pipe
1278 9u /run/user/1000/pulse/native
1278 10u /home/andriy/.config/pulse/d208b8fe832e4556a0faca9ead18b783-device-volumes.tdb
1278 11u /home/andriy/.config/pulse/d208b8fe832e4556a0faca9ead18b783-stream-volumes.tdb
1278 12u /home/andriy/.config/pulse/d208b8fe832e4556a0faca9ead18b783-card-database.tdb
1278 13r inotify
1278 14u
1278 15u type=STREAM
1278 16u type=STREAM
1278 17u type=DGRAM
1278 18u [eventfd]
1278 19u [eventfd]
1278 20u [eventfd]
1278 21u [eventfd]
1278 22u /dev/snd/controlC0
1278 23u /run/user/1000/pulse/native
1278 24u [eventfd]
1278 25u [eventfd]
1278 26u [eventfd]
1278 27u [eventfd]
1278 28u [eventfd]
1278 29u /dev/snd/controlC0
1278 30u [eventfd]
1278 31u /run/user/1000/pulse/native
1278 32r inotify
1278 33u [eventfd]
1278 34u [eventfd]
1278 35u [eventfd]
1278 36u [eventfd]
1278 37u [eventfd]
1278 38u [eventfd]
1278 39u type=STREAM
1278 40u type=STREAM
1278 41u /run/user/1000/pulse/native
1278 42u [eventfd]
1278 43u [eventfd]
1278 44u /run/user/1000/pulse/native
1278 45u [eventfd]
1278 46u [eventfd]
1278 47u /run/user/1000/pulse/native
1278 48u [eventfd]
1278 49u [eventfd]
1278 51u [eventfd]
1278 52u [eventfd]
1286 cwd /home/andriy
1286 rtd /
1286 txt /usr/bin/dbus-daemon
1286 mem /usr/lib/x86_64-linux-gnu/libnss_systemd.so.2
1286 mem /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1
1286 mem /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4
1286 mem /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4
1286 mem /usr/lib/x86_64-linux-gnu/libcap.so.2.44
1286 mem /usr/lib/x86_64-linux-gnu/liblz4.so.1.9.3
1286 mem /usr/lib/x86_64-linux-gnu/libzstd.so.1.4.8
1286 mem /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5
1286 mem /usr/lib/x86_64-linux-gnu/libc.so.6
1286 mem /usr/lib/x86_64-linux-gnu/libapparmor.so.1.8.2
1286 mem /usr/lib/x86_64-linux-gnu/libcap-ng.so.0.0.0
1286 mem /usr/lib/x86_64-linux-gnu/libaudit.so.1.0.0
1286 mem /usr/lib/x86_64-linux-gnu/libselinux.so.1
1286 mem /usr/lib/x86_64-linux-gnu/libexpat.so.1.8.7
1286 mem /usr/lib/x86_64-linux-gnu/libsystemd.so.0.32.0
1286 mem /usr/lib/x86_64-linux-gnu/libdbus-1.so.3.19.13
1286 mem /usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2
1286 0u /dev/null
1286 1u type=STREAM
1286 2u type=STREAM
1286 3u /run/user/1000/bus
1286 4u [eventpoll]
1286 5u type=DGRAM
1286 6r inotify
1286 7u type=STREAM
1286 8u type=STREAM
1286 9u /run/user/1000/bus
1286 10u /run/user/1000/bus
1286 11u /run/user/1000/bus
1286 12u /run/user/1000/bus
1286 13u /run/user/1000/bus
1286 14u /run/user/1000/bus
1286 15u /run/user/1000/bus
1286 16u /run/user/1000/bus
1286 17u /run/user/1000/bus
1286 18u /run/user/1000/bus
1286 19u /run/user/1000/bus
1286 20u /run/user/1000/bus
1286 21u /run/user/1000/bus
1286 22u /run/user/1000/bus
1286 23u /run/user/1000/bus
1286 24u /run/user/1000/bus
1286 25u /run/user/1000/bus
1286 26u /run/user/1000/bus
1286 27u /run/user/1000/bus
1286 28u /run/user/1000/bus
1286 29u /run/user/1000/bus
1286 30u /run/user/1000/bus
1286 31u /run/user/1000/bus
1286 32u /run/user/1000/bus
1286 33u /run/user/1000/bus
1286 34u /run/user/1000/bus
1286 35u /run/user/1000/bus
1286 36u /run/user/1000/bus
1286 37u /run/user/1000/bus
1286 38u /run/user/1000/bus
1286 39u /run/user/1000/bus
1286 40u /run/user/1000/bus
1286 41u /run/user/1000/bus
1286 42u /run/user/1000/bus
1286 43u /run/user/1000/bus
1286 44u /run/user/1000/bus
1286 45u /run/user/1000/bus
1286 46u /run/user/1000/bus
1286 47u /run/user/1000/bus
1286 48u /run/user/1000/bus
1286 49u /run/user/1000/bus
1286 50u /run/user/1000/bus
1286 51u /run/user/1000/bus
1286 52u /run/user/1000/bus
1286 53u /run/user/1000/bus
1286 54u /run/user/1000/bus
1286 55u /run/user/1000/bus
1286 56u /run/user/1000/bus
1286 57u /run/user/1000/bus
1286 58u /run/user/1000/bus
1286 59u /run/user/1000/bus
1286 60u /run/user/1000/bus
1286 61u /run/user/1000/bus
1286 62u /run/user/1000/bus
1286 63u /run/user/1000/bus
1286 64u /run/user/1000/bus
1286 65u /run/user/1000/bus
1286 66u /run/user/1000/bus
1286 67u /run/user/1000/bus
1286 68u /run/user/1000/bus
1286 69u /run/user/1000/bus
1286 70u /run/user/1000/bus
1286 71u /run/user/1000/bus
1286 72u /run/user/1000/bus
1286 73u /run/user/1000/bus
1286 74u /run/user/1000/bus
1286 75u /run/user/1000/bus
1286 76u /run/user/1000/bus
1286 77u /run/user/1000/bus
1286 78u /run/user/1000/bus
1286 79u /run/user/1000/bus
1286 80u /run/user/1000/bus
1286 81u /run/user/1000/bus
1286 82u /run/user/1000/bus
1286 83u /run/user/1000/bus
1286 84u /run/user/1000/bus
1286 85u /run/user/1000/bus
1286 86u /run/user/1000/bus
1286 87u /run/user/1000/bus
1286 88u /run/user/1000/bus
1286 89u /run/user/1000/bus
1286 92u /run/user/1000/bus
1286 93u /run/user/1000/bus
1286 94u /run/user/1000/bus
1286 95u /run/user/1000/bus
1286 96u /run/user/1000/bus
1295 cwd /
1295 rtd /
1295 txt /usr/bin/gnome-keyring-daemon
1295 mem /usr/lib/locale/locale-archive
1295 mem /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4
1295 mem /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
1295 mem /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1
1295 mem /usr/lib/x86_64-linux-gnu/libm.so.6
1295 DEL
1295 mem /usr/lib/x86_64-linux-gnu/libffi.so.8.1.0
1295 mem /usr/lib/x86_64-linux-gnu/libselinux.so.1
1295 mem /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
1295 mem /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
1295 mem /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.7200.1
1295 mem /usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.0
1295 mem /usr/lib/x86_64-linux-gnu/libc.so.6
1295 mem /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4
1295 mem /usr/lib/x86_64-linux-gnu/libglib-2.0.so.0.7200.1
1295 mem /usr/lib/x86_64-linux-gnu/libgobject-2.0.so.0.7200.1
1295 mem /usr/lib/x86_64-linux-gnu/libgio-2.0.so.0.7200.1
1295 mem /usr/lib/x86_64-linux-gnu/libgck-1.so.0.0.0
1295 mem /usr/lib/x86_64-linux-gnu/libgcr-base-3.so.1.0.0
1295 mem /usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2
1295 0r /dev/null
1295 1r /dev/null
1295 2r /dev/null
1295 3r pipe
1295 4u /run/user/1000/keyring/ssh
1295 5u [eventfd]
1295 6u /run/user/1000/keyring/control
1295 7u [eventfd]
1295 8u type=STREAM
1295 9u [eventfd]
1295 10u type=STREAM
1295 11u /run/user/1000/keyring/pkcs11
1295 13u type=DGRAM
1300 cwd /home/andriy
1300 rtd /
1300 txt /usr/libexec/gvfsd
1300 mem /usr/lib/locale/locale-archive
1300 mem /usr/lib/x86_64-linux-gnu/libgpg-error.so.0.32.1
1300 mem /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4
1300 mem /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
1300 mem /usr/lib/x86_64-linux-gnu/libgcrypt.so.20.3.4
1300 mem /usr/lib/x86_64-linux-gnu/libp11-kit.so.0.3.0
1300 mem /usr/lib/x86_64-linux-gnu/libgck-1.so.0.0.0
1300 mem /usr/lib/x86_64-linux-gnu/libm.so.6
1300 DEL
1300 mem /usr/lib/x86_64-linux-gnu/libffi.so.8.1.0
1300 mem /usr/lib/x86_64-linux-gnu/libselinux.so.1
1300 mem /usr/lib/x86_64-linux-gnu/libmount.so.1.1.0
1300 mem /usr/lib/x86_64-linux-gnu/libz.so.1.2.11
1300 mem /usr/lib/x86_64-linux-gnu/libgmodule-2.0.so.0.7200.1
1300 mem /usr/lib/x86_64-linux-gnu/libsecret-1.so.0.0.0
